priority,language,id,headword,enTerms,jaTranslation,jmdictSense,note,humanDecision,humanNote
P2,chinese,zh-01663,利用,to exploit,利用する,use; utilization; utilisation,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01665,连忙,promptly; at once,急いで,hurriedly; in haste; in a rush,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01668,联合,to combine,連合する,union; combination; alliance,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01673,领导,lead,指導する,guidance; leadership; instruction,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01675,另外,additional,そのほかに,else; in addition; on top of that,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01682,旅馆,hotel,宿屋,inn,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01696,美好,beautiful,すばらしい,wonderful; splendid; magnificent,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01704,民间,among the people,民間,private; non-governmental; non-official,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01723,能力,capability,能力,ability; faculty; low-ranking priest who does manual labour at a temple,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01725,年代,a decade of a century (e.g. the Sixties),年代,age; era; period,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01726,年底,the end of the year,年末,end-of-year; year-end,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01735,拍,to pat,（写真を）撮る,to take a picture; to take a photo,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01741,跑步,to run,ランニングする,running; tank top (worn as an undergarment or sportswear); vest,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01743,配合,to cooperate; to coordinate with,連携する,cooperation; coordination; collaboration,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01745,批准,to approve; to ratify,承認する,recognition; acknowledgement; acknowledgment,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01750,评价,to evaluate,評価する,valuation; appraisal; evaluation,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01762,千万,by all means (do or don't ...),くれぐれも,sincerely; earnestly; wholeheartedly,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01769,强调,to emphasize (a statement),強調する,emphasis; stress; highlighting,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01774,亲切,amiable,親しみ深い,friendly; affectionate,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01775,亲人,one's close relatives,肉親,blood relationship; blood relative,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01787,全面,all-around,全面的な,total; complete; all-out,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01789,缺,deficiency,欠ける,to chip; to be chipped; to break (off),JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01793,确定,definite,確定する,decision; settlement; confirmation,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01794,确实,indeed,確かに,surely; certainly,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01798,热烈,enthusiastic,熱烈な,ardent; passionate; vehement,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01806,人员,staff,人員,number of persons; personnel,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01807,认出,recognition,見分ける,to distinguish; to recognize; to recognise,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01810,任,to appoint; to assign; office,任命する,appointment; nomination; ordination,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01822,伤心,to grieve,悲しむ,to be sad; to mourn for; to regret,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01828,上升,to rise,上昇する,rising; ascending; climbing,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01832,设立,to set up; to establish,設立する,establishment; founding; incorporation (of a business),JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01840,生存,to exist,生存する,existence; being; life,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01845,声明,to state,声明,declaration; statement; proclamation,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01856,实行,to implement,実行する,execution (e.g. of a plan); carrying out; (putting into) practice,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01874,适应,to adapt,適応する,adaptation; accommodation; conformity,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01889,输入,to import,入力する,input; (data) entry; typing,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01891,属,category,属する,genus,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01896,双方,bilateral,双方,both parties; both sides,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01906,谈判,to negotiate,交渉する,negotiations; bargaining; discussions,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01910,提前,to shift to an earlier date,繰り上げる,to move up; to advance,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01914,体现,to embody,体現する,personification; impersonation; embodiment,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01918,调整,to adjust; to revise; to reorganize,調整する,adjustment; regulation; coordination,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01929,通信,"to correspond (by letter, email etc)",通信する,correspondence; communication; transmission,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
P2,chinese,zh-01930,同意,to agree,同意する,agreement; consent; approval,JMdictで和訳語は実在するが英語意味と語彙一致せず。多くは同義語/語形/多義の差(誤りではない)。要目視,,
